Id,source,SalePrice,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath
529,train,86000.0,144,TA,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,1,Typ,0.0,0.0,,,,,,605,0
530,train,200624.0,200,TA,Gd,Wd Sdng,Stone,,TA,2,PConc,3,Maj1,484.0,2.0,TA,RFn,TA,Attchd,1975.0,2515,0
531,train,175000.0,0,TA,Gd,HdBoard,HdBoard,,Fa,1,CBlock,2,Typ,600.0,2.0,TA,RFn,TA,Attchd,1988.0,1509,0
532,train,128000.0,84,TA,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,2,Typ,502.0,2.0,Fa,Fin,TA,Detchd,1920.0,1362,0
533,train,107500.0,0,TA,TA,VinylSd,VinylSd,,Po,1,Slab,1,Mod,392.0,1.0,TA,Unf,TA,Detchd,1967.0,827,0
534,train,39300.0,0,Fa,Fa,VinylSd,VinylSd,,,0,Slab,1,Typ,0.0,0.0,,,,,,334,0
535,train,178000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,403.0,2.0,TA,Fin,TA,Attchd,2004.0,1414,1
536,train,107500.0,148,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,0.0,0.0,,,,,,1347,0
537,train,188000.0,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,527.0,2.0,TA,Fin,TA,Attchd,1998.0,1724,1
538,train,111250.0,0,TA,TA,MetalSd,MetalSd,MnWw,,0,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1980.0,864,0
539,train,158000.0,0,TA,TA,Plywood,Plywood,,Fa,1,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Attchd,1968.0,1159,1
540,train,272000.0,0,TA,Gd,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,670.0,2.0,TA,RFn,TA,Attchd,2001.0,1601,0
541,train,315000.0,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,765.0,3.0,TA,Fin,TA,Attchd,2006.0,1838,0
542,train,248000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,648.0,3.0,TA,Fin,TA,BuiltIn,2000.0,2285,1
543,train,213250.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Maj1,583.0,2.0,TA,Fin,TA,Attchd,1998.0,1680,0
544,train,133000.0,0,TA,TA,MetalSd,MetalSd,,,0,PConc,1,Typ,367.0,1.0,TA,Fin,TA,Attchd,1998.0,767,0
545,train,179665.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,426.0,2.0,TA,RFn,TA,Attchd,2006.0,1496,1
546,train,229000.0,0,Gd,Gd,HdBoard,HdBoard,,,0,PConc,2,Typ,786.0,3.0,TA,Unf,TA,Attchd,1988.0,2183,1
547,train,210000.0,0,TA,TA,BrkFace,Wd Sdng,,Gd,1,BrkTil,1,Typ,440.0,2.0,TA,Unf,TA,Detchd,1950.0,1635,1
548,train,129500.0,0,Gd,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,624.0,2.0,TA,Unf,TA,Detchd,1987.0,768,0
549,train,125000.0,0,Gd,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,720.0,2.0,TA,RFn,TA,Detchd,1963.0,825,0
550,train,263000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,615.0,2.0,TA,Fin,TA,BuiltIn,2003.0,2094,1
551,train,140000.0,0,TA,TA,Plywood,Plywood,,,0,CBlock,2,Typ,440.0,2.0,TA,RFn,TA,Attchd,1977.0,1069,0
552,train,112500.0,0,TA,TA,BrkFace,BrkFace,,,0,CBlock,1,Typ,288.0,1.0,TA,Fin,TA,Attchd,1957.0,928,0
553,train,255500.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,908.0,3.0,TA,RFn,TA,Attchd,2006.0,1717,0
554,train,108000.0,0,TA,TA,VinylSd,VinylSd,MnPrv,,0,CBlock,2,Typ,520.0,2.0,TA,Fin,TA,Detchd,2002.0,1126,0
555,train,284000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,871.0,3.0,TA,RFn,TA,BuiltIn,2003.0,2046,1
556,train,113000.0,116,TA,TA,MetalSd,MetalSd,,Gd,1,BrkTil,1,Typ,280.0,1.0,TA,Unf,TA,Detchd,1922.0,1048,0
557,train,141000.0,0,TA,TA,Wd Sdng,Wd Sdng,MnWw,TA,1,CBlock,1,Typ,299.0,1.0,TA,Fin,TA,Attchd,1957.0,1092,0
558,train,108000.0,120,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,570.0,1.0,TA,Unf,TA,CarPort,1994.0,1336,1
559,train,175000.0,0,TA,TA,HdBoard,HdBoard,,TA,1,PConc,2,Typ,406.0,2.0,TA,Unf,TA,Attchd,1996.0,1446,1
560,train,234000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,420.0,2.0,TA,Fin,TA,Attchd,2003.0,1557,0
561,train,121500.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,CBlock,1,Mod,528.0,2.0,TA,Unf,TA,Detchd,1957.0,1392,1
562,train,170000.0,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,1,Typ,418.0,2.0,TA,RFn,TA,Attchd,1975.0,1389,0
563,train,108000.0,0,TA,TA,WdShing,Wd Shng,,Gd,1,CBlock,1,Typ,0.0,0.0,,,,,,996,0
564,train,185000.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,2,Typ,396.0,2.0,TA,Fin,TA,Detchd,1955.0,1674,0
565,train,268000.0,0,TA,Gd,HdBoard,HdBoard,,TA,1,PConc,2,Typ,590.0,2.0,TA,RFn,TA,Attchd,1992.0,2295,1
566,train,128000.0,136,TA,TA,Wd Sdng,Wd Sdng,,,0,PConc,1,Typ,216.0,1.0,TA,Unf,TA,Detchd,1920.0,1647,1
567,train,325000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,656.0,3.0,TA,Fin,TA,BuiltIn,2005.0,2504,1
568,train,214000.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,532.0,2.0,TA,RFn,TA,Attchd,2004.0,1535,0
569,train,316600.0,0,TA,Gd,Wd Sdng,Wd Sdng,,Gd,1,CBlock,1,Min2,612.0,2.0,TA,Fin,Gd,BuiltIn,1983.0,2132,1
570,train,135960.0,0,TA,TA,MetalSd,MetalSd,,TA,2,CBlock,1,Typ,600.0,2.0,TA,Unf,TA,Detchd,1979.0,943,0
571,train,142600.0,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,2,Typ,576.0,2.0,TA,Unf,TA,Detchd,1987.0,1728,0
572,train,120000.0,0,TA,TA,WdShing,Wd Shng,,,0,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,Attchd,1959.0,864,0
573,train,224500.0,0,TA,TA,VinylSd,VinylSd,,,0,PConc,2,Typ,650.0,2.0,TA,RFn,TA,Attchd,2009.0,1692,1
574,train,170000.0,0,TA,TA,VinylSd,VinylSd,,TA,1,PConc,2,Typ,400.0,2.0,TA,RFn,TA,BuiltIn,2000.0,1430,1
575,train,139000.0,0,TA,TA,MetalSd,AsphShn,GdWo,,0,CBlock,1,Typ,288.0,1.0,TA,Unf,TA,BuiltIn,1971.0,1109,0
576,train,118500.0,102,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Detchd,1947.0,1216,0
577,train,145000.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,2,Typ,216.0,1.0,TA,Unf,TA,Detchd,1928.0,1477,0
578,train,164500.0,240,TA,TA,VinylSd,VinylSd,,Fa,2,CBlock,1,Typ,564.0,2.0,TA,RFn,TA,Attchd,1966.0,1320,0
579,train,146000.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,540.0,2.0,TA,Unf,TA,Detchd,2007.0,1392,0
580,train,131500.0,0,TA,TA,MetalSd,MetalSd,,,0,BrkTil,2,Typ,352.0,1.0,TA,Unf,Fa,Attchd,1954.0,1795,0
581,train,181900.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,1,Typ,572.0,2.0,TA,Unf,TA,Attchd,1960.0,1429,0
582,train,253293.0,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,1390.0,3.0,TA,RFn,TA,Attchd,2009.0,2042,1
583,train,118500.0,0,Gd,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,0.0,0.0,,,,,,816,0
584,train,325000.0,0,Ex,Ex,Wd Sdng,Wd Sdng,,Gd,1,BrkTil,3,Typ,880.0,2.0,TA,Unf,Gd,Detchd,1988.0,2775,1
585,train,133000.0,54,TA,TA,AsbShng,AsbShng,,,0,BrkTil,1,Typ,240.0,1.0,TA,Unf,TA,Detchd,1935.0,1573,0
586,train,369900.0,0,TA,Gd,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,880.0,3.0,TA,RFn,TA,Attchd,2005.0,2028,0
587,train,130000.0,112,Gd,TA,Stucco,Wd Shng,MnWw,,0,BrkTil,1,Typ,275.0,1.0,TA,Fin,TA,Detchd,1961.0,838,0
588,train,137000.0,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Detchd,1996.0,860,0
589,train,143000.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,1,Typ,452.0,1.0,TA,Unf,TA,Attchd,1968.0,1473,0
590,train,79500.0,0,TA,TA,VinylSd,VinylSd,,,0,BrkTil,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1988.0,935,0
591,train,185900.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,520.0,2.0,TA,RFn,TA,Attchd,2004.0,1582,1
592,train,451950.0,0,TA,Ex,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,842.0,3.0,TA,RFn,TA,BuiltIn,2008.0,2296,1
593,train,138000.0,0,Gd,TA,HdBoard,HdBoard,,,0,PConc,1,Typ,816.0,2.0,TA,Fin,TA,Detchd,1985.0,816,0
594,train,140000.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,1,Typ,420.0,2.0,TA,Fin,TA,Attchd,2003.0,848,0
595,train,110000.0,0,TA,TA,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,280.0,1.0,TA,Unf,TA,Detchd,1981.0,924,0
596,train,319000.0,0,TA,Gd,VinylSd,Other,,TA,1,PConc,2,Typ,758.0,3.0,TA,Fin,TA,Attchd,2005.0,1826,0
597,train,114504.0,0,TA,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,216.0,1.0,Fa,Unf,TA,Detchd,1930.0,1368,0
598,train,194201.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,0,Typ,648.0,3.0,TA,Fin,TA,Attchd,2006.0,1402,2
599,train,217500.0,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,621.0,2.0,TA,Fin,TA,Attchd,1977.0,1647,0
600,train,151000.0,0,Gd,TA,MetalSd,MetalSd,GdPrv,TA,1,CBlock,2,Typ,452.0,2.0,TA,Fin,TA,Attchd,1980.0,1556,1
601,train,275000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,736.0,2.0,TA,Fin,TA,BuiltIn,2003.0,1904,1
602,train,141000.0,0,Gd,TA,Wd Sdng,Wd Sdng,,Gd,1,PConc,1,Typ,544.0,1.0,TA,Unf,TA,Detchd,1979.0,1375,1
603,train,220000.0,0,TA,Gd,HdBoard,HdBoard,,TA,1,PConc,2,Typ,506.0,2.0,TA,Fin,TA,Attchd,1992.0,1915,1
604,train,151000.0,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,480.0,2.0,TA,RFn,TA,Detchd,2004.0,1200,1
605,train,221000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,530.0,2.0,TA,RFn,TA,Attchd,2002.0,1494,0
606,train,205000.0,0,TA,TA,HdBoard,HdBoard,,Fa,3,CBlock,2,Typ,486.0,2.0,TA,Unf,TA,Attchd,1965.0,1986,1
607,train,152000.0,0,Gd,TA,VinylSd,VinylSd,GdPrv,,0,PConc,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,2000.0,1040,0
608,train,225000.0,0,Gd,TA,MetalSd,MetalSd,,,0,CBlock,3,Typ,230.0,1.0,TA,Unf,TA,Attchd,1948.0,2008,0
609,train,359100.0,0,TA,TA,BrkFace,Wd Sdng,,Gd,2,PConc,2,Typ,380.0,2.0,TA,Unf,TA,Basment,1934.0,3194,1
610,train,118500.0,39,Fa,TA,VinylSd,VinylSd,,,0,CBlock,1,Typ,261.0,1.0,TA,Unf,TA,Attchd,1961.0,1029,0
611,train,313000.0,0,TA,Gd,VinylSd,VinylSd,,Ex,2,PConc,2,Typ,736.0,3.0,TA,Fin,TA,Attchd,2000.0,2153,1
612,train,148000.0,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,564.0,2.0,TA,Unf,TA,Attchd,1978.0,1032,0
613,train,261500.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,531.0,2.0,TA,RFn,TA,BuiltIn,2001.0,1872,1
614,train,147000.0,0,TA,TA,VinylSd,VinylSd,,,0,PConc,1,Typ,0.0,0.0,,,,,,1120,0
615,train,75500.0,0,TA,TA,CemntBd,CmentBd,,,0,CBlock,1,Typ,0.0,0.0,,,,,,630,0
616,train,137500.0,0,Gd,TA,MetalSd,MetalSd,MnPrv,,0,PConc,1,Typ,480.0,2.0,TA,RFn,TA,Attchd,1963.0,1054,0
617,train,183200.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,393.0,2.0,TA,Fin,TA,Attchd,2002.0,1509,1
618,train,105500.0,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Detchd,1962.0,832,0
619,train,314813.0,0,TA,Ex,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,774.0,3.0,TA,Unf,TA,Attchd,2007.0,1828,0
620,train,305000.0,0,TA,Gd,VinylSd,VinylSd,,Gd,2,PConc,2,Typ,749.0,3.0,TA,Fin,TA,Attchd,2003.0,2262,1
621,train,67000.0,100,TA,TA,Stucco,Stucco,,,0,BrkTil,1,Typ,0.0,0.0,,,,,,864,0
622,train,240000.0,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,624.0,2.0,TA,RFn,TA,Attchd,1974.0,2614,1
623,train,135000.0,0,TA,TA,Plywood,Plywood,,,0,CBlock,1,Typ,484.0,2.0,TA,Unf,TA,Detchd,1986.0,980,0
624,train,168500.0,0,TA,Gd,MetalSd,MetalSd,,TA,1,PConc,2,Typ,440.0,2.0,TA,Unf,TA,Detchd,2000.0,1512,1
625,train,165150.0,0,TA,TA,VinylSd,VinylSd,,TA,1,CBlock,1,Min2,484.0,2.0,TA,RFn,TA,Attchd,1972.0,1790,2
626,train,160000.0,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,440.0,2.0,TA,Unf,TA,Attchd,1962.0,1116,1
627,train,139900.0,36,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,1,Min1,286.0,1.0,TA,RFn,TA,Attchd,1960.0,1422,0
628,train,153000.0,189,TA,TA,AsbShng,AsbShng,,Gd,2,CBlock,1,Typ,364.0,1.0,TA,RFn,TA,Basment,1955.0,1520,0
629,train,135000.0,0,TA,TA,Plywood,Plywood,,TA,2,PConc,1,Typ,504.0,2.0,TA,Unf,TA,Attchd,1969.0,2080,2
630,train,168500.0,0,TA,TA,Plywood,Wd Sdng,GdPrv,,0,CBlock,1,Typ,520.0,2.0,TA,RFn,TA,Attchd,1964.0,1350,1
631,train,124000.0,293,TA,TA,VinylSd,VinylSd,MnPrv,,0,BrkTil,1,Typ,240.0,1.0,Po,Unf,Fa,Detchd,1937.0,1750,0
632,train,209500.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,627.0,2.0,TA,RFn,TA,Attchd,2006.0,1554,0
633,train,82500.0,0,Gd,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,544.0,2.0,TA,Fin,TA,Attchd,1977.0,1411,0
634,train,139400.0,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,260.0,1.0,TA,Unf,TA,Attchd,1954.0,1056,0
635,train,144000.0,0,TA,TA,Plywood,Plywood,GdPrv,,0,CBlock,0,Typ,576.0,2.0,TA,Unf,TA,Detchd,1980.0,1056,0
636,train,200000.0,0,TA,Fa,VinylSd,VinylSd,,,0,CBlock,2,Typ,0.0,0.0,,,,,,3395,0
637,train,60000.0,0,Fa,Fa,AsbShng,AsbShng,,Po,1,BrkTil,1,Maj1,0.0,0.0,,,,,,800,0
638,train,93000.0,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,2,Typ,256.0,1.0,TA,Unf,TA,BuiltIn,1954.0,1387,0
639,train,85000.0,164,TA,TA,MetalSd,Wd Sdng,MnPrv,,0,CBlock,1,Typ,0.0,0.0,,,,,,796,0
640,train,264561.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,648.0,3.0,TA,Fin,TA,Attchd,2006.0,1567,0
641,train,274000.0,0,TA,Ex,MetalSd,MetalSd,,Gd,1,PConc,1,Typ,588.0,2.0,TA,RFn,TA,Attchd,2003.0,1518,1
642,train,226000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,650.0,2.0,TA,Fin,TA,Attchd,2001.0,1929,1
643,train,345000.0,0,TA,Gd,Plywood,Wd Sdng,MnPrv,TA,3,CBlock,2,Typ,538.0,2.0,TA,Fin,TA,Attchd,1972.0,2704,1
644,train,152000.0,0,TA,TA,WdShing,HdBoard,GdWo,,0,CBlock,2,Min1,462.0,2.0,TA,Fin,TA,Attchd,1969.0,1620,1
645,train,370878.0,0,TA,Ex,CemntBd,CmentBd,,Gd,1,PConc,2,Typ,478.0,3.0,TA,Fin,TA,Attchd,2009.0,1766,1
646,train,143250.0,40,TA,TA,Plywood,Plywood,,,0,CBlock,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1979.0,981,1
647,train,98300.0,0,TA,TA,MetalSd,MetalSd,,,0,CBlock,1,Min1,420.0,2.0,TA,Unf,TA,Detchd,1950.0,1048,0
648,train,155000.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,2,CBlock,1,Typ,495.0,2.0,TA,RFn,TA,Attchd,1953.0,1094,0
649,train,155000.0,216,TA,TA,MetalSd,MetalSd,,TA,1,CBlock,1,Typ,442.0,2.0,TA,Unf,TA,Attchd,1966.0,1839,1
650,train,84500.0,0,TA,TA,CemntBd,CmentBd,MnPrv,,0,CBlock,1,Typ,0.0,0.0,,,,,,630,0
651,train,205950.0,0,TA,Gd,CemntBd,CmentBd,,,0,PConc,2,Typ,562.0,2.0,TA,RFn,TA,Attchd,2007.0,1665,1
652,train,108000.0,0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,296.0,1.0,Po,Unf,Fa,Detchd,1940.0,1510,0
653,train,191000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,512.0,2.0,TA,RFn,TA,Attchd,1996.0,1716,1
654,train,135000.0,239,TA,TA,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,216.0,1.0,TA,Unf,TA,Detchd,1906.0,1469,0
655,train,350000.0,0,Gd,Gd,MetalSd,MetalSd,,TA,1,PConc,2,Typ,839.0,3.0,TA,Fin,TA,Attchd,1995.0,2113,1
656,train,88000.0,0,TA,TA,HdBoard,ImStucc,,,0,CBlock,1,Typ,264.0,1.0,TA,Unf,TA,Detchd,1971.0,1092,1
657,train,145500.0,0,TA,Gd,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,312.0,1.0,TA,RFn,TA,Attchd,1959.0,1053,1
658,train,149000.0,112,Fa,TA,Stucco,Wd Shng,MnPrv,Gd,1,BrkTil,1,Typ,270.0,1.0,TA,RFn,TA,Attchd,1931.0,1502,1
659,train,97500.0,0,TA,TA,VinylSd,VinylSd,,Gd,1,CBlock,1,Typ,330.0,1.0,TA,Unf,TA,Attchd,1948.0,1458,0
660,train,167000.0,0,Gd,TA,MetalSd,MetalSd,MnPrv,,0,PConc,1,Typ,480.0,2.0,TA,Fin,TA,Detchd,1968.0,1486,0
661,train,197900.0,252,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,550.0,2.0,TA,RFn,TA,Attchd,1976.0,1935,1
662,train,402000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,711.0,3.0,TA,RFn,TA,Attchd,1994.0,2448,1
663,train,110000.0,240,TA,TA,Wd Sdng,Wd Sdng,,TA,2,CBlock,1,Maj2,576.0,2.0,TA,RFn,TA,Attchd,1968.0,1392,0
664,train,137500.0,180,TA,TA,Plywood,Plywood,MnPrv,,0,CBlock,2,Typ,588.0,2.0,TA,RFn,TA,Detchd,1974.0,1181,0
665,train,423000.0,0,TA,Gd,VinylSd,VinylSd,,Ex,1,PConc,1,Typ,1134.0,3.0,TA,Fin,TA,Attchd,2005.0,2097,1
666,train,230500.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,504.0,2.0,TA,RFn,TA,Attchd,2000.0,1936,1
667,train,129000.0,0,Gd,TA,Plywood,Plywood,,Po,1,CBlock,2,Sev,596.0,2.0,TA,Unf,TA,CarPort,1965.0,2380,1
668,train,193500.0,0,TA,TA,HdBoard,HdBoard,,Fa,1,PConc,2,Typ,575.0,2.0,TA,RFn,TA,Attchd,1994.0,1679,0
669,train,168000.0,0,TA,TA,CemntBd,Wd Sdng,,TA,1,CBlock,1,Min2,576.0,2.0,TA,Unf,TA,Detchd,1999.0,1437,1
670,train,137500.0,67,TA,TA,MetalSd,MetalSd,,Gd,1,BrkTil,1,Typ,252.0,1.0,Fa,Unf,TA,Detchd,1922.0,1180,0
671,train,173500.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,540.0,2.0,TA,Fin,TA,Attchd,2005.0,1476,1
672,train,103600.0,0,Gd,TA,Wd Sdng,Wd Sdng,,,0,BrkTil,2,Typ,300.0,1.0,TA,Unf,TA,Detchd,1930.0,1369,0
673,train,165000.0,0,TA,Gd,Plywood,Plywood,,TA,1,CBlock,1,Typ,546.0,2.0,TA,RFn,TA,Attchd,1977.0,1208,1
674,train,257500.0,0,TA,TA,CemntBd,CmentBd,,TA,2,PConc,2,Typ,416.0,2.0,TA,Fin,TA,Attchd,1957.0,1839,0
675,train,140000.0,0,TA,TA,HdBoard,HdBoard,,Gd,1,CBlock,1,Typ,384.0,1.0,TA,RFn,TA,Attchd,1965.0,1136,0
676,train,148500.0,0,TA,TA,Plywood,Brk Cmn,,TA,1,CBlock,2,Typ,440.0,2.0,TA,Unf,TA,Attchd,1978.0,1441,1
677,train,87000.0,90,TA,TA,AsbShng,Stucco,,,0,BrkTil,2,Min2,779.0,3.0,Fa,Unf,Fa,2Types,1920.0,1774,0
678,train,109500.0,120,TA,Gd,VinylSd,VinylSd,,,0,BrkTil,1,Typ,240.0,1.0,Fa,Unf,Fa,Detchd,1924.0,792,0
679,train,372500.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,834.0,3.0,TA,Fin,TA,Attchd,2008.0,2046,1
680,train,128500.0,0,TA,TA,Wd Sdng,Wd Sdng,,,0,CBlock,1,Typ,572.0,2.0,TA,Unf,TA,Detchd,1963.0,988,0
681,train,143000.0,0,TA,TA,Plywood,Plywood,,TA,1,CBlock,2,Typ,264.0,1.0,TA,RFn,TA,Attchd,1980.0,923,0
682,train,159434.0,56,TA,TA,VinylSd,Stucco,,,0,BrkTil,1,Typ,281.0,1.0,TA,Unf,TA,Detchd,1968.0,1520,0
683,train,173000.0,0,TA,TA,Wd Sdng,Wd Sdng,,Gd,1,PConc,1,Typ,431.0,2.0,TA,Unf,TA,Attchd,1996.0,1291,0
684,train,285000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,2,Typ,702.0,3.0,TA,Fin,TA,Attchd,2002.0,1668,0
685,train,221000.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,2,Typ,486.0,2.0,TA,Fin,TA,Attchd,1998.0,1839,1
686,train,207500.0,0,TA,Gd,HdBoard,HdBoard,,TA,1,CBlock,2,Min1,577.0,2.0,TA,Fin,TA,Attchd,1984.0,2090,0
687,train,227875.0,0,TA,Gd,VinylSd,VinylSd,,,0,PConc,3,Typ,578.0,2.0,TA,Fin,TA,Attchd,2007.0,1761,0
688,train,148800.0,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,480.0,2.0,TA,Unf,TA,Detchd,2004.0,1102,1
689,train,392000.0,0,TA,Gd,MetalSd,MetalSd,,Gd,1,PConc,2,Typ,567.0,2.0,TA,RFn,TA,Attchd,2007.0,1419,0
690,train,194700.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,460.0,2.0,TA,RFn,TA,Attchd,2005.0,1362,0
691,train,141000.0,0,TA,Gd,VinylSd,VinylSd,,TA,1,PConc,1,Typ,420.0,2.0,TA,RFn,TA,Attchd,2004.0,848,0
692,train,755000.0,0,TA,Ex,HdBoard,HdBoard,,Ex,2,PConc,3,Typ,832.0,3.0,TA,Fin,TA,Attchd,1994.0,4316,1
693,train,335000.0,0,TA,Gd,MetalSd,MetalSd,,Gd,2,PConc,2,Typ,628.0,2.0,TA,RFn,TA,Attchd,1989.0,2519,1
694,train,108480.0,112,TA,TA,MetalSd,MetalSd,,,0,BrkTil,1,Typ,326.0,1.0,TA,Unf,TA,Detchd,1968.0,1073,0
695,train,141500.0,0,Fa,TA,Wd Sdng,Wd Sdng,MnPrv,,0,BrkTil,1,Typ,576.0,2.0,TA,Unf,TA,Detchd,1995.0,1539,1
696,train,176000.0,0,TA,TA,HdBoard,HdBoard,,TA,1,CBlock,2,Typ,551.0,2.0,TA,Unf,TA,Attchd,1987.0,1137,0
697,train,89000.0,129,TA,TA,Wd Sdng,Wd Shng,,,0,CBlock,1,Typ,205.0,1.0,TA,Unf,TA,Detchd,1921.0,616,0
698,train,123500.0,0,TA,TA,Wd Sdng,Wd Sdng,,,0,PConc,1,Typ,308.0,1.0,TA,Unf,TA,Detchd,1952.0,1148,0
699,train,138500.0,0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,336.0,1.0,TA,Unf,TA,Detchd,1973.0,894,0
700,train,196000.0,0,TA,Gd,MetalSd,MetalSd,,,0,PConc,2,Typ,530.0,2.0,TA,RFn,TA,Attchd,2004.0,1391,0
701,train,312500.0,0,TA,Gd,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,765.0,3.0,TA,Fin,TA,Attchd,2002.0,1800,0
702,train,140000.0,0,TA,TA,HdBoard,HdBoard,,,0,CBlock,1,Typ,528.0,2.0,TA,Unf,TA,Attchd,1969.0,1164,1
703,train,361919.0,0,TA,Ex,VinylSd,VinylSd,,Gd,1,PConc,2,Typ,666.0,3.0,TA,Fin,TA,BuiltIn,2006.0,2576,1
